=========================================================================================
Filename: ../output/Zip_InventoryMeasure_Public_AllHomes.csv
Key: zipcode, city, county, msa, statename.
Dimension: 11111 x 98.

|var       |type      | n_NA| ch.min| ch.max| ch.n_unique|    num.mean|      num.sd| num.p0| num.p50| num.p100|
|2015-04   |numeric   |    0|     NA|     NA|          NA|   101.47484|    90.93357|      5|      74|     1107|
|2015-05   |numeric   |    0|     NA|     NA|          NA|   107.89587|    95.70167|      5|      80|     1526|
|2015-06   |numeric   |    0|     NA|     NA|          NA|   111.91243|    95.99433|      5|      84|     1202|
|2015-07   |numeric   |    0|     NA|     NA|          NA|   114.17658|    97.36763|      6|      86|     1200|
|2015-08   |numeric   |    0|     NA|     NA|          NA|   115.53101|    97.87517|      6|      88|     1335|
|2015-09   |numeric   |    0|     NA|     NA|          NA|   113.46908|    96.35369|      6|      87|     1321|
|2015-10   |numeric   |    0|     NA|     NA|          NA|   111.09594|    95.39539|      5|      84|     1274|
|2015-11   |numeric   |    0|     NA|     NA|          NA|   105.59248|    92.72106|      6|      79|     1296|
|2015-12   |numeric   |    0|     NA|     NA|          NA|    96.80263|    89.26396|      6|      72|     1350|
|2016-01   |numeric   |    0|     NA|     NA|          NA|    88.98164|    85.76456|      4|      64|     1386|
|2016-02   |numeric   |    0|     NA|     NA|          NA|    89.99496|    89.11690|      5|      64|     1524|
|2016-03   |numeric   |    0|     NA|     NA|          NA|    93.04680|    92.71999|      5|      66|     1656|
|2016-04   |numeric   |    0|     NA|     NA|          NA|    97.38988|    95.29154|      5|      70|     1679|
|2016-05   |numeric   |    0|     NA|     NA|          NA|   100.67402|    96.17532|      6|      73|     1614|
|2016-06   |numeric   |    0|     NA|     NA|          NA|   104.53272|    97.15285|      7|      77|     1610|
|2016-07   |numeric   |    0|     NA|     NA|          NA|   106.92620|    97.23334|      6|      80|     1670|
|2016-08   |numeric   |    0|     NA|     NA|          NA|   107.03339|    96.29816|      6|      81|     1691|
|2016-09   |numeric   |    0|     NA|     NA|          NA|   104.94636|    94.66104|      7|      80|     1730|
|2016-10   |numeric   |    0|     NA|     NA|          NA|   102.16704|    93.15656|      6|      76|     1710|
|2016-11   |numeric   |    0|     NA|     NA|          NA|    96.60634|    91.42633|      5|      71|     1873|
|2016-12   |numeric   |    0|     NA|     NA|          NA|    89.48564|    89.08477|      4|      64|     1882|
|2017-01   |numeric   |    0|     NA|     NA|          NA|    83.99397|    86.99900|      4|      59|     1836|
|2017-02   |numeric   |    0|     NA|     NA|          NA|    85.41796|    90.61860|      4|      60|     1974|
|2017-03   |numeric   |    0|     NA|     NA|          NA|    85.74152|    91.33432|      3|      59|     1993|
|2017-04   |numeric   |    0|     NA|     NA|          NA|    86.63712|    91.02879|      4|      60|     1956|
|2017-05   |numeric   |    0|     NA|     NA|          NA|    89.02799|    90.61930|      5|      63|     1904|
|2017-06   |numeric   |    0|     NA|     NA|          NA|    91.71407|    90.70938|      5|      66|     1871|
|2017-07   |numeric   |    0|     NA|     NA|          NA|    92.99964|    90.28561|      4|      66|     1829|
|2017-08   |numeric   |    0|     NA|     NA|          NA|    93.79057|    89.60657|      4|      68|     1839|
|2017-09   |numeric   |    0|     NA|     NA|          NA|    92.75556|    87.91583|      2|      68|     1804|
=========================================================================================

=========================================================================================
Filename: ../output/Zip_InventoryMeasure_SSA_Public_AllHomes.csv
Key: zipcode, city, county, msa, statename.
Dimension: 11111 x 98.

|var       |type      | n_NA| ch.min| ch.max| ch.n_unique|    num.mean|      num.sd| num.p0| num.p50| num.p100|
|:---------|:---------|----:|------:|------:|-----------:|-----------:|-----------:|------:|-------:|--------:|
|city      |character |    0|      3|     30|        6054|          NA|          NA|     NA|      NA|       NA|
|county    |character |    0|      3|     22|        1181|          NA|          NA|     NA|      NA|       NA|
|msa       |character |    0|      0|     34|         667|          NA|          NA|     NA|      NA|       NA|
|statename |character |    0|      4|     20|          51|          NA|          NA|     NA|      NA|       NA|
|zipcode   |numeric   |    0|     NA|     NA|          NA| 45404.28557| 28659.06594|   1001|   40403|    99801|
|2010-01   |numeric   |    0|     NA|     NA|          NA|   156.34092|   142.25686|      5|     115|     2142|
|2010-02   |numeric   |    0|     NA|     NA|          NA|   157.77797|   142.66905|      6|     116|     2085|
|2010-03   |numeric   |    0|     NA|     NA|          NA|   160.93376|   144.74651|      6|     119|     2069|
|2010-04   |numeric   |    0|     NA|     NA|          NA|   161.50158|   145.41030|      6|     119|     2104|
|2010-05   |numeric   |    0|     NA|     NA|          NA|   158.63388|   144.01252|      6|     117|     2208|
|2010-06   |numeric   |    0|     NA|     NA|          NA|   157.29718|   144.05799|      5|     116|     2348|
|2010-07   |numeric   |    0|     NA|     NA|          NA|   157.36540|   144.20658|      5|     116|     2296|
|2010-08   |numeric   |    0|     NA|     NA|          NA|   157.80272|   144.70716|      5|     116|     2203|
|2010-09   |numeric   |    0|     NA|     NA|          NA|   159.67375|   147.39446|      5|     117|     2346|
|2010-10   |numeric   |    0|     NA|     NA|          NA|   161.18675|   149.63757|      5|     118|     2526|
|2010-11   |numeric   |    0|     NA|     NA|          NA|   162.59896|   151.12049|      5|     119|     2558|
|2010-12   |numeric   |    0|     NA|     NA|          NA|   164.21780|   152.11165|      6|     121|     2496|
|2011-01   |numeric   |    0|     NA|     NA|          NA|   164.73954|   151.72409|      7|     121|     2413|
|2011-02   |numeric   |    0|     NA|     NA|          NA|   166.24597|   152.22486|      7|     123|     2340|
|2011-03   |numeric   |    0|     NA|     NA|          NA|   168.99532|   154.10385|      7|     125|     2271|
|2011-04   |numeric   |    0|     NA|     NA|          NA|   169.76708|   154.46915|      7|     125|     2180|
|2011-05   |numeric   |    0|     NA|     NA|          NA|   168.72064|   153.48388|      7|     125|     2075|
|2011-06   |numeric   |    0|     NA|     NA|          NA|   169.18828|   154.72001|      6|     126|     2076|
|2011-07   |numeric   |    0|     NA|     NA|          NA|   170.18747|   156.16835|      6|     126|     2148|
|2011-08   |numeric   |    0|     NA|     NA|          NA|   167.75358|   153.37064|      7|     125|     2168|
|2011-09   |numeric   |    0|     NA|     NA|          NA|   163.15858|   148.39666|      6|     122|     2155|
|2011-10   |numeric   |    0|     NA|     NA|          NA|   160.36648|   145.44293|      6|     120|     2116|
|2011-11   |numeric   |    0|     NA|     NA|          NA|   158.91396|   144.17855|      6|     119|     2055|
|2011-12   |numeric   |    0|     NA|     NA|          NA|   156.11601|   141.47342|      8|     117|     1988|
|2012-01   |numeric   |    0|     NA|     NA|          NA|   152.58591|   137.80582|      8|     114|     1952|
|2012-02   |numeric   |    0|     NA|     NA|          NA|   148.91477|   134.23016|      8|     112|     1873|
|2012-03   |numeric   |    0|     NA|     NA|          NA|   143.54667|   129.06823|      8|     107|     1738|
|2012-04   |numeric   |    0|     NA|     NA|          NA|   137.99937|   123.64635|      8|     103|     1639|
|2012-05   |numeric   |    0|     NA|     NA|          NA|   134.62776|   120.42449|      7|     100|     1567|
|2012-06   |numeric   |    0|     NA|     NA|          NA|   131.24759|   117.28013|      6|      97|     1487|
|2012-07   |numeric   |    0|     NA|     NA|          NA|   126.71182|   113.45362|      6|      94|     1412|
|2012-08   |numeric   |    0|     NA|     NA|          NA|   123.14823|   110.89689|      6|      91|     1375|
|2012-09   |numeric   |    0|     NA|     NA|          NA|   120.49419|   108.66769|      5|      89|     1358|
|2012-10   |numeric   |    0|     NA|     NA|          NA|   118.00963|   106.17643|      5|      87|     1343|
|2012-11   |numeric   |    0|     NA|     NA|          NA|   116.04140|   104.02535|      5|      85|     1314|
|2012-12   |numeric   |    0|     NA|     NA|          NA|   114.96787|   102.60435|      6|      85|     1283|
|2013-01   |numeric   |    0|     NA|     NA|          NA|   115.08901|   102.46890|      7|      85|     1281|
|2013-02   |numeric   |    0|     NA|     NA|          NA|   115.57349|   103.37888|      7|      85|     1457|
|2013-03   |numeric   |    0|     NA|     NA|          NA|   115.33885|   103.94865|      7|      85|     1481|
|2013-04   |numeric   |    0|     NA|     NA|          NA|   114.62767|   103.28533|      8|      84|     1472|
|2013-05   |numeric   |    0|     NA|     NA|          NA|   113.40824|   101.96092|      7|      83|     1562|
|2013-06   |numeric   |    0|     NA|     NA|          NA|   110.95167|    99.77308|      7|      82|     1660|
|2013-07   |numeric   |    0|     NA|     NA|          NA|   108.86761|    97.50065|      6|      81|     1680|
|2013-08   |numeric   |    0|     NA|     NA|          NA|   108.79228|    96.87669|      7|      81|     1662|
|2013-09   |numeric   |    0|     NA|     NA|          NA|   109.51985|    97.40124|      8|      81|     1648|
|2013-10   |numeric   |    0|     NA|     NA|          NA|   110.19962|    98.08701|      7|      82|     1616|
|2013-11   |numeric   |    0|     NA|     NA|          NA|   110.91198|    98.56018|      7|      83|     1582|
|2013-12   |numeric   |    0|     NA|     NA|          NA|   111.31887|    98.57308|      7|      83|     1569|
|2014-01   |numeric   |    0|     NA|     NA|          NA|   110.90388|    98.16920|      7|      83|     1571|
|2014-02   |numeric   |    0|     NA|     NA|          NA|   109.94384|    97.85880|      8|      82|     1580|
|2014-03   |numeric   |    0|     NA|     NA|          NA|   110.01008|    98.97255|      8|      82|     1622|
|2014-04   |numeric   |    0|     NA|     NA|          NA|   111.96283|   101.60113|      8|      83|     1679|
|2014-05   |numeric   |    0|     NA|     NA|          NA|   114.18459|   103.41570|      7|      85|     1689|
|2014-06   |numeric   |    0|     NA|     NA|          NA|   115.32922|   103.40423|      7|      86|     1635|
|2014-07   |numeric   |    0|     NA|     NA|          NA|   115.65917|   102.63087|      7|      86|     1515|
|2014-08   |numeric   |    0|     NA|     NA|          NA|   115.58051|   101.92644|      8|      87|     1412|
|2014-09   |numeric   |    0|     NA|     NA|          NA|   115.36387|   101.50276|      8|      87|     1440|
|2014-10   |numeric   |    0|     NA|     NA|          NA|   114.67861|   100.86782|      8|      86|     1521|
|2014-11   |numeric   |    0|     NA|     NA|          NA|   113.23715|    99.72599|      7|      85|     1580|
|2014-12   |numeric   |    0|     NA|     NA|          NA|   111.86707|    98.76008|      7|      84|     1600|
|2015-01   |numeric   |    0|     NA|     NA|          NA|   110.86167|    98.10976|      6|      83|     1583|
|2015-02   |numeric   |    0|     NA|     NA|          NA|   109.01404|    96.15123|      6|      81|     1483|
|2015-03   |numeric   |    0|     NA|     NA|          NA|   106.40050|    92.71811|      7|      80|     1267|
|2015-04   |numeric   |    0|     NA|     NA|          NA|   105.27009|    91.31549|      6|      79|     1165|
|2015-05   |numeric   |    0|     NA|     NA|          NA|   106.04077|    92.31870|      6|      80|     1326|
|2015-06   |numeric   |    0|     NA|     NA|          NA|   106.71056|    92.81808|      6|      80|     1288|
|2015-07   |numeric   |    0|     NA|     NA|          NA|   107.00675|    93.38421|      7|      80|     1265|
|2015-08   |numeric   |    0|     NA|     NA|          NA|   107.18090|    94.08423|      7|      80|     1294|
|2015-09   |numeric   |    0|     NA|     NA|          NA|   106.85339|    94.15640|      7|      80|     1292|
|2015-10   |numeric   |    0|     NA|     NA|          NA|   105.99856|    93.69736|      6|      79|     1281|
|2015-11   |numeric   |    0|     NA|     NA|          NA|   104.32400|    92.58204|      7|      78|     1269|
|2015-12   |numeric   |    0|     NA|     NA|          NA|   102.28575|    91.53758|      7|      76|     1294|
|2016-01   |numeric   |    0|     NA|     NA|          NA|   100.50221|    90.94311|      6|      75|     1353|
|2016-02   |numeric   |    0|     NA|     NA|          NA|    99.31158|    91.03725|      6|      74|     1439|
|2016-03   |numeric   |    0|     NA|     NA|          NA|    99.26847|    92.43324|      6|      73|     1566|
|2016-04   |numeric   |    0|     NA|     NA|          NA|    99.74944|    93.97063|      7|      73|     1634|
|2016-05   |numeric   |    0|     NA|     NA|          NA|    99.64576|    94.34019|      7|      73|     1627|
|2016-06   |numeric   |    0|     NA|     NA|          NA|    99.45045|    94.29567|      6|      73|     1676|
|2016-07   |numeric   |    0|     NA|     NA|          NA|    99.42417|    94.25724|      6|      73|     1749|
|2016-08   |numeric   |    0|     NA|     NA|          NA|    98.91999|    93.88665|      6|      73|     1778|
|2016-09   |numeric   |    0|     NA|     NA|          NA|    98.11358|    93.25387|      6|      72|     1781|
|2016-10   |numeric   |    0|     NA|     NA|          NA|    97.03150|    92.33468|      5|      71|     1779|
|2016-11   |numeric   |    0|     NA|     NA|          NA|    95.69562|    91.34996|      5|      70|     1804|
|2016-12   |numeric   |    0|     NA|     NA|          NA|    95.10782|    91.00778|      6|      69|     1821|
|2017-01   |numeric   |    0|     NA|     NA|          NA|    95.03123|    91.11542|      6|      69|     1828|
|2017-02   |numeric   |    0|     NA|     NA|          NA|    93.99667|    90.92135|      6|      68|     1864|
|2017-03   |numeric   |    0|     NA|     NA|          NA|    91.89092|    90.47882|      5|      66|     1917|
|2017-04   |numeric   |    0|     NA|     NA|          NA|    89.74737|    89.82741|      6|      64|     1926|
|2017-05   |numeric   |    0|     NA|     NA|          NA|    87.98119|    88.91550|      5|      62|     1901|
|2017-06   |numeric   |    0|     NA|     NA|          NA|    86.65827|    88.27387|      4|      61|     1915|
|2017-07   |numeric   |    0|     NA|     NA|          NA|    85.93592|    87.92349|      3|      60|     1928|
|2017-08   |numeric   |    0|     NA|     NA|          NA|    85.71110|    87.50446|      3|      60|     1909|
|2017-09   |numeric   |    0|     NA|     NA|          NA|    85.67123|    87.05921|      2|      60|     1888|
=========================================================================================

=========================================================================================
Filename: ../output/Zip_Listings_PriceCut_SeasAdj_AllHomes.csv
Key: zipcode, city, county, stateabb, msa.
Dimension: 10278 x 90.

|var      |type      | n_NA| ch.min| ch.max| ch.n_unique|    num.mean|       num.sd|       num.p0|     num.p50|    num.p100|
|:--------|:---------|----:|------:|------:|-----------:|-----------:|------------:|------------:|-----------:|-----------:|
|city     |character |    0|      3|     30|        5265|          NA|           NA|           NA|          NA|          NA|
|county   |character |    0|      3|     22|        1189|          NA|           NA|           NA|          NA|          NA|
|stateabb |character |    0|      2|      2|          51|          NA|           NA|           NA|          NA|          NA|
|msa      |character |  610|      3|     34|         741|          NA|           NA|           NA|          NA|          NA|
|zipcode  |numeric   |    0|     NA|     NA|          NA| 48286.19946| 29178.902185| 1001.0000000| 45013.50000| 99801.00000|
|2010-09  |numeric   |    0|     NA|     NA|          NA|    13.20042|     4.429833|   -2.1835983|    13.06596|    34.85888|
|2010-10  |numeric   |    0|     NA|     NA|          NA|    12.92457|     4.347992|   -2.0662992|    12.81316|    33.74256|
|2010-11  |numeric   |    0|     NA|     NA|          NA|    12.85503|     3.967439|   -0.2366025|    12.72597|    35.20117|
|2010-12  |numeric   |    0|     NA|     NA|          NA|    13.83648|     4.096645|   -0.1032245|    13.73674|    37.47244|
|2011-01  |numeric   |    0|     NA|     NA|          NA|    13.75171|     4.527688|   -1.9707679|    13.56612|    33.41770|
|2011-02  |numeric   |    0|     NA|     NA|          NA|    13.29762|     4.227494|   -0.9161380|    13.06291|    38.68136|
|2011-03  |numeric   |    0|     NA|     NA|          NA|    14.55199|     4.633989|   -1.3912925|    14.47081|    33.75676|
|2011-04  |numeric   |    0|     NA|     NA|          NA|    13.96438|     4.539889|   -0.9347765|    13.85924|    33.69473|
|2011-05  |numeric   |    0|     NA|     NA|          NA|    13.49153|     4.811574|   -2.1169604|    13.42689|    33.22723|
|2011-06  |numeric   |    0|     NA|     NA|          NA|    14.12925|     4.897982|   -3.6969682|    14.02439|    35.96506|
|2011-07  |numeric   |    0|     NA|     NA|          NA|    13.28841|     4.612357|   -2.3145620|    13.19905|    37.65218|
|2011-08  |numeric   |    0|     NA|     NA|          NA|    12.80048|     4.399629|   -1.5162737|    12.65770|    34.35250|
|2011-09  |numeric   |    0|     NA|     NA|          NA|    12.13721|     4.191153|   -1.7752647|    11.99325|    33.39702|
|2011-10  |numeric   |    0|     NA|     NA|          NA|    12.04073|     4.079534|   -1.0325602|    11.89969|    29.70133|
|2011-11  |numeric   |    0|     NA|     NA|          NA|    12.25227|     4.014960|   -1.4954235|    12.17357|    35.29211|
|2011-12  |numeric   |    0|     NA|     NA|          NA|    12.76845|     3.966393|    0.5272075|    12.69875|    32.87219|
|2012-01  |numeric   |    0|     NA|     NA|          NA|    12.36458|     4.376996|   -0.8491403|    12.19045|    32.20925|
|2012-02  |numeric   |    0|     NA|     NA|          NA|    12.97276|     4.456409|   -0.3834685|    12.87131|    41.90606|
|2012-03  |numeric   |    0|     NA|     NA|          NA|    12.51144|     4.474083|   -1.2919520|    12.30392|    35.66911|
|2012-04  |numeric   |    0|     NA|     NA|          NA|    11.77587|     4.352534|   -2.6832547|    11.55987|    30.87800|
|2012-05  |numeric   |    0|     NA|     NA|          NA|    11.97258|     4.461693|   -1.5367523|    11.76840|    35.00613|
|2012-06  |numeric   |    0|     NA|     NA|          NA|    11.62745|     4.436806|   -1.4254366|    11.42086|    37.87761|
|2012-07  |numeric   |    0|     NA|     NA|          NA|    11.06396|     4.419143|   -1.8426814|    10.87385|    31.00766|
|2012-08  |numeric   |    0|     NA|     NA|          NA|    11.75208|     4.636681|   -3.4951087|    11.64134|    38.24103|
|2012-09  |numeric   |    0|     NA|     NA|          NA|    10.60604|     4.375736|   -3.9250803|    10.44880|    30.71430|
|2012-10  |numeric   |    0|     NA|     NA|          NA|    10.41888|     4.242997|   -3.1279618|    10.32975|    29.25520|
|2012-11  |numeric   |    0|     NA|     NA|          NA|    11.12579|     4.281353|   -1.9016303|    10.96663|    33.17457|
|2012-12  |numeric   |    0|     NA|     NA|          NA|    11.22886|     3.960602|   -0.3444773|    11.09127|    32.27706|
|2013-01  |numeric   |    0|     NA|     NA|          NA|    11.92843|     4.572784|   -0.9239906|    11.69495|    38.06419|
|2013-02  |numeric   |    0|     NA|     NA|          NA|    11.62097|     4.357858|   -0.3989861|    11.45795|    38.18194|
|2013-03  |numeric   |    0|     NA|     NA|          NA|    11.22363|     4.260184|   -0.9756066|    11.04169|    33.38544|
|2013-04  |numeric   |    0|     NA|     NA|          NA|    11.09171|     4.148218|   -3.6994773|    10.88151|    30.04842|
|2013-05  |numeric   |    0|     NA|     NA|          NA|    11.55976|     4.359751|   -3.1566444|    11.31480|    36.93273|
|2013-06  |numeric   |    0|     NA|     NA|          NA|    11.20986|     4.323176|   -2.2437407|    10.99700|    31.78705|
|2013-07  |numeric   |    0|     NA|     NA|          NA|    11.96908|     4.471459|   -1.0197752|    11.82872|    34.36385|
|2013-08  |numeric   |    0|     NA|     NA|          NA|    13.14072|     4.543294|   -0.5797337|    12.97562|    35.49821|
|2013-09  |numeric   |    0|     NA|     NA|          NA|    12.51809|     4.699351|   -2.6549647|    12.28543|    38.20126|
|2013-10  |numeric   |    0|     NA|     NA|          NA|    13.66357|     4.888412|   -1.8034842|    13.45627|    37.40210|
|2013-11  |numeric   |    0|     NA|     NA|          NA|    13.27424|     4.584113|   -0.2484103|    13.04725|    34.94799|
|2013-12  |numeric   |    0|     NA|     NA|          NA|    12.85252|     4.340218|    0.6936659|    12.61820|    35.16559|
|2014-01  |numeric   |    0|     NA|     NA|          NA|    13.27452|     4.798871|   -0.7082019|    13.04672|    38.04130|
|2014-02  |numeric   |    0|     NA|     NA|          NA|    12.98848|     4.581078|   -0.6758389|    12.75835|    37.30276|
|2014-03  |numeric   |    0|     NA|     NA|          NA|    12.93201|     4.764974|   -1.7262379|    12.71274|    37.61574|
|2014-04  |numeric   |    0|     NA|     NA|          NA|    13.60291|     4.903603|   -1.1744790|    13.38171|    36.56522|
|2014-05  |numeric   |    0|     NA|     NA|          NA|    14.00460|     4.924872|   -1.1730020|    13.80553|    40.01992|
|2014-06  |numeric   |    0|     NA|     NA|          NA|    13.86062|     4.949673|   -1.6084150|    13.68201|    41.31022|
|2014-07  |numeric   |    0|     NA|     NA|          NA|    14.94382|     5.145943|   -0.0809304|    14.79279|    37.54288|
|2014-08  |numeric   |    0|     NA|     NA|          NA|    15.17908|     5.002477|    0.0978903|    15.04857|    41.13064|
|2014-09  |numeric   |    0|     NA|     NA|          NA|    14.44668|     5.076922|   -2.3592119|    14.26270|    39.39631|
|2014-10  |numeric   |    0|     NA|     NA|          NA|    14.74167|     5.110768|   -1.9755083|    14.60145|    35.86624|
|2014-11  |numeric   |    0|     NA|     NA|          NA|    13.42479|     4.603480|   -0.5391488|    13.29121|    41.15779|
|2014-12  |numeric   |    0|     NA|     NA|          NA|    13.34778|     4.419772|   -0.2391842|    13.19520|    32.09398|
|2015-01  |numeric   |    0|     NA|     NA|          NA|    13.47433|     4.744537|    0.4472493|    13.29169|    39.07618|
|2015-02  |numeric   |    0|     NA|     NA|          NA|    12.77896|     4.554010|   -0.2131122|    12.57884|    35.85639|
|2015-03  |numeric   |    0|     NA|     NA|          NA|    12.86141|     4.507948|   -1.2527940|    12.71783|    35.78454|
